id,salary_in_usd
0,69138.86333333334
1,118943.62222222221
2,101742.5
3,53377.9
4,20694.31
5,66204.95833333334
6,77404.57
7,41539.364
8,50400.11
9,154780.4888888889
10,51125.815
11,155058.3916666667
12,57108.70659523809
13,36069.33
14,76054.81
15,54273.1
16,71233.26333333334
17,140868.61904761902
18,54690.47
19,56318.95333333333
20,46184.8325
21,62672.91
22,69580.71
23,163719.6166718178
24,17880.39
25,40329.53
26,89762.2222222222
27,212277.3
28,41448.16
29,89349.835
30,81211.82
31,118322.23333333332
32,95505.47
33,38998.68
34,42150.03
35,68406.64966666666
36,163719.6166718178
37,11361.42
38,64758.57333333334
39,168930.92270114942
40,36186.3
41,16591.92
42,107931.5
43,163842.39790948274
44,91707.2222222222
45,251405.85714285716
46,121187.79148015873
47,64341.86166666667
48,118322.23333333332
49,38457.14
50,112930.83333333331
51,36421.13
52,123724.77380952383
53,151396.87182905985
54,107726.17935281387
55,90974.46285714288
56,160797.59948200057
57,184829.0335396793
58,107338.61971205813
59,141371.1676665634
60,107338.61971205813
61,238102.0175856308
62,141371.1676665634
63,145347.51001110004
64,175897.734
65,227159.38138395332
66,227159.38138395332
67,141371.1676665634
68,103140.14163852813
69,88152.29047619046
70,130953.15666666666
71,172129.2154761905
72,96145.07980519481
73,76790.29102380952
74,69636.0757142857
75,128445.64520238098
76,71243.55533333332
77,79795.67584126983
78,110854.21238095238
79,137224.56392857144
80,40302.59133333333
81,43580.93083333333
82,349808.5623809524
83,353986.07833333337
84,120590.74896480331
85,61290.66111904761
86,61290.66111904761
87,160797.59948200057
88,141371.1676665634
89,51747.115999999995
90,59172.77016666667
91,81676.21916666668
92,70266.2
93,55638.16
94,141371.1676665634
95,334683.0
96,33693.39
97,70549.74757142857
98,58735.51266666667
99,162956.26918253966
100,141371.1676665634
101,107338.61971205813
102,107338.61971205813
103,227159.38138395332
104,160797.59948200057
105,58530.16
106,103140.14163852813
