id,salary_in_usd
0,96098.18
1,118140.525
2,105055.49999999999
3,61975.88
4,24517.82
5,73840.47
6,76421.34
7,40707.881428571425
8,35774.79
9,149288.88333333333
10,51263.27
11,148383.55000000002
12,50027.7875
13,37769.615
14,75559.53
15,55934.18
16,68379.12999999999
17,144800.7196969697
18,44618.23
19,41389.12333333333
20,58769.27
21,58663.78761904762
22,67865.44
23,163116.3318234971
24,16893.47
25,48165.765
26,91280.0
27,207763.81333333335
28,47301.02
29,104179.6975
30,95776.53
31,111773.23809523809
32,90471.66
33,61325.217000000004
34,50133.6375
35,72908.02154761906
36,163116.3318234971
37,27274.03
38,66246.44
39,167919.11538461538
40,36516.55
41,19377.29
42,109850.0
43,165218.98878205125
44,90385.0
45,258271.66666666663
46,126071.89497979797
47,64776.80833333334
48,111773.23809523809
49,32403.05
50,119569.98809523808
51,59508.61
52,123356.03261904763
53,152966.29304545454
54,106000.28942857143
55,91417.7306904762
56,159610.21940369502
57,194662.4993093951
58,108266.40411886817
59,142575.3750111738
60,108266.40411886817
61,242235.59451659452
62,142575.3750111738
63,147271.76589105336
64,175047.9608015873
65,228504.44218668688
66,228504.44218668688
67,142575.3750111738
68,101519.36499654935
69,88327.69333333334
70,134267.6628333333
71,171831.83571428576
72,94888.64115151516
73,76457.48792857144
74,83399.88333333333
75,135708.4089761905
76,71467.36297619047
77,79354.73488888888
78,124989.575
79,138050.93777380954
80,37266.87828571429
81,40028.01261904762
82,315099.6233333333
83,348322.0120634921
84,119684.56444851444
85,60012.25261904761
86,60012.25261904761
87,159610.21940369502
88,142575.3750111738
89,59185.28050000001
90,55214.67366666667
91,55157.08261904762
92,65621.246
93,49516.95
94,142575.3750111738
95,335018.3333333334
96,47632.804000000004
97,68134.46245238096
98,59863.231428571424
99,158918.39313492063
100,142575.3750111738
101,108266.40411886817
102,108266.40411886817
103,228504.44218668688
104,159610.21940369502
105,58505.53
106,101519.36499654935
