id,salary_in_usd
0,154697.84
1,121002.8888888889
2,100837.33333333331
3,44855.74
4,22198.406666666666
5,73846.22666666667
6,159956.00512820514
7,37875.6
8,92976.75
9,154588.5742063492
10,30555.53
11,136945.45714285717
12,117374.50812698415
13,31157.6
14,74895.99914285715
15,53898.71666666666
16,71678.08
17,143689.94011544014
18,45071.25666666667
19,88003.71428571429
20,137447.71666666667
21,54656.36133333333
22,65362.56666666667
23,161903.55825457873
24,18417.58
25,26545.515
26,92971.33333333331
27,204854.35
28,52130.35
29,62838.73
30,148594.3
31,114422.87857142858
32,71366.18
33,40258.6275
34,45063.22
35,48174.14
36,161903.55825457873
37,15650.84
38,62455.39916666667
39,164950.38333333333
40,29678.37
41,21559.39
42,111354.33333333334
43,162174.08846153846
44,89505.0
45,226053.73809523805
46,92696.16315873018
47,56878.47333333334
48,114422.87857142858
49,41758.64666666667
50,117619.79714285715
51,39869.13
52,122628.52042857143
53,156642.08808730158
54,103717.9456428571
55,87412.12930952379
56,157895.3430712983
57,192805.56855152166
58,108262.11215089669
59,142237.543661139
60,108262.11215089669
61,241948.77380952376
62,142237.543661139
63,143385.98179542684
64,175228.67123809524
65,226356.08512820513
66,226356.08512820513
67,142237.543661139
68,103642.68173304472
69,88458.3175
70,130625.20166666668
71,171138.92828282824
72,83802.5244047619
73,76526.35100000001
74,69040.73
75,128861.68305555556
76,71207.45404761905
77,80393.64828571428
78,108018.66411904762
79,148889.15133333334
80,32688.706071428573
81,34314.53173809524
82,303217.92166666663
83,314652.51007792214
84,120134.2529884783
85,59585.88185714284
86,59585.88185714284
87,157895.3430712983
88,142237.543661139
89,54982.71
90,57445.95000000001
91,84371.391
92,85742.25333333333
93,70996.62
94,142237.543661139
95,319746.25
96,42943.595
97,66535.82007142856
98,54558.29466666667
99,156922.80550649352
100,142237.543661139
101,108262.11215089669
102,108262.11215089669
103,226356.08512820513
104,157895.3430712983
105,57861.331333333335
106,103642.68173304472
