id,salary_in_usd
0,62243.511335478186
1,106851.97128630498
2,99103.0529643086
3,58693.840902751785
4,30448.21722790286
5,56651.53344003849
6,97190.14172213279
7,52390.60028807294
8,68712.83548674443
9,135787.3809784483
10,45626.58722550336
11,131414.6670075151
12,80377.63512377987
13,36147.22787545274
14,60826.874576335766
15,53355.72694674846
16,68830.5477787991
17,92738.39169756351
18,59014.55663165176
19,72666.24118308084
20,71322.12852635654
21,65694.44115229193
22,95113.49478907645
23,137264.7270936565
24,41480.61949356111
25,48133.87955222705
26,105552.12934794216
27,199905.08643768364
28,57629.52914717093
29,79103.62339254016
30,78060.86042824025
31,125077.2817821652
32,60467.0027847894
33,54018.526598881006
34,61942.07199271592
35,67130.22572930981
36,132735.22787270386
37,50495.08340734843
38,81978.73729241166
39,140462.92843490714
40,31452.028128174967
41,39616.474056827006
42,103155.48259888343
43,139300.28435452352
44,107001.25952913845
45,163795.9273510909
46,118381.7806071794
47,77399.70107466797
48,125077.2817821652
49,62510.662541439735
50,121049.4614239389
51,62232.8353846173
52,121444.3903560688
53,124914.26605448719
54,103507.766708545
55,79915.19056030734
56,141694.99721469183
57,140828.76698813975
58,120767.47779345528
59,143769.64738336683
60,120767.47779345528
61,169047.79239949243
62,143769.64738336683
63,141822.55875955094
64,150212.90942029285
65,178026.06292151127
66,178026.06292151127
67,143769.64738336683
68,119131.91015857348
69,84643.04540784113
70,112658.43554229301
71,147119.41020174106
72,91938.80442678786
73,66414.70883580841
74,70955.55899738103
75,123222.53799634927
76,60690.75793676737
77,81012.34999510406
78,103398.62030962504
79,124741.0380936195
80,43091.012266046106
81,45444.76161910515
82,248847.5393512923
83,163742.96153523217
84,104928.82973827422
85,78761.9842570773
86,78761.9842570773
87,141694.99721469183
88,143769.64738336683
89,88143.32434404362
90,82920.57022639355
91,61383.70817226439
92,88151.93796143617
93,62520.44037890479
94,143769.64738336683
95,147563.60763150145
96,46479.2166210214
97,84127.19614946525
98,70731.03335035482
99,142917.50983593456
100,143769.64738336683
101,120767.47779345528
102,120767.47779345528
103,178026.06292151127
104,141694.99721469183
105,72040.86369479517
106,119131.91015857348
